,geoid,year,combined_id,total_pop,median_age,nonfamily_households,family_households,high_school_including_ged,graduate_professional_degree,some_college_and_associates_degree,housing_units,occupied_housing_units,median_structure_age,dwellings_under_4_units,dwellings_5_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,walked_to_work,commuters_by_public_transportation,commuters_by_car_truck_van,commute_under_10_mins,commute_10_29_mins,commute_30_59_mins,commute_over_60_mins,income_per_capita,gini_index,poverty,rent_over_50_percent,rent_25_to_50_percent,rent_under_25_percent,median_rent
3595,36020,2013,36020.acs,78801.0,44.1,11268.0,21722.0,11486.0,6048.0,22995.0,40412.0,32990.0,30.0,34981.0,1008.0,479.0,101.0,2111.0,979.0,28354.0,,15103.0,,,30887.0,0.4537,8622.0,2029.0,4275.0,2311.0,1011.0
3596,44660,2013,44660.acs,79066.0,27.2,13259.0,16767.0,11716.0,5910.0,11807.0,34374.0,30026.0,35.0,24317.0,5976.0,463.0,221.0,1351.0,,30477.0,,17380.0,,,21432.0,0.5092,18435.0,6255.0,3819.0,3323.0,536.0
3597,18700,2013,18700.acs,86591.0,32.9,15462.0,18147.0,7793.0,12794.0,14703.0,36832.0,33609.0,42.0,27682.0,3353.0,1639.0,2330.0,3020.0,,27811.0,,20306.0,,,26293.0,0.4697,18762.0,5048.0,4898.0,1663.0,763.0
3598,38820,2013,38820.acs,72312.0,50.3,11961.0,18645.0,14428.0,5975.0,20884.0,35611.0,30606.0,38.0,27576.0,1777.0,1035.0,476.0,,628.0,,,12833.0,,,26611.0,0.4255,13329.0,2592.0,4179.0,2073.0,637.0
3599,20180,2013,20180.acs,81174.0,43.4,10856.0,20066.0,30523.0,2186.0,13146.0,38404.0,30922.0,58.0,31433.0,1328.0,574.0,472.0,,,,,13145.0,,,20810.0,0.4372,12459.0,1428.0,2446.0,1596.0,420.0
3600,28300,2013,28300.acs,76610.0,42.1,11422.0,19181.0,17450.0,5997.0,13979.0,34681.0,30603.0,50.0,27727.0,2964.0,883.0,91.0,,,,,17219.0,,,26997.0,0.4306,8745.0,2502.0,3075.0,1651.0,770.0
3601,26740,2013,26740.acs,64190.0,38.8,7707.0,17341.0,14248.0,2722.0,15580.0,28169.0,25048.0,59.0,25249.0,903.0,676.0,322.0,,,,,16648.0,,,22682.0,0.4165,8418.0,1694.0,2374.0,1879.0,512.0
3602,23460,2013,23460.acs,103931.0,40.5,12051.0,28084.0,22440.0,4554.0,24661.0,47302.0,40135.0,44.0,38876.0,1435.0,407.0,292.0,,,,,23121.0,,,20018.0,0.4351,19363.0,2144.0,3658.0,2977.0,422.0
3603,11980,2013,11980.acs,78675.0,43.8,8794.0,19276.0,17747.0,2244.0,17786.0,39575.0,28070.0,33.0,28269.0,1420.0,376.0,300.0,,,,,12322.0,,,21763.0,0.488,17414.0,2365.0,2369.0,1325.0,583.0
3604,16500,2013,16500.acs,75081.0,41.7,9490.0,19550.0,18460.0,1821.0,21399.0,33936.0,29040.0,43.0,24388.0,1673.0,559.0,350.0,,,,,13981.0,,,20662.0,0.4225,14387.0,2761.0,3133.0,2021.0,658.0
3605,25620,2013,25620.acs,148644.0,32.4,18188.0,34864.0,23118.0,10661.0,25959.0,61398.0,53052.0,32.0,45425.0,6200.0,1959.0,493.0,,,,,36808.0,,,20723.0,0.4716,34291.0,6231.0,6067.0,5640.0,566.0
3606,47940,2013,47940.acs,169484.0,35.6,25752.0,40850.0,38488.0,9126.0,32280.0,72089.0,66602.0,58.0,60828.0,5610.0,1548.0,1861.0,5015.0,361.0,74498.0,,49653.0,,,26209.0,0.4481,24304.0,5956.0,6225.0,5438.0,557.0
3607,20740,2013,20740.acs,164570.0,36.2,24677.0,39817.0,33977.0,7913.0,38615.0,70039.0,64494.0,43.0,58390.0,5437.0,1464.0,1505.0,2327.0,1116.0,74237.0,,45728.0,,,24573.0,0.4159,18956.0,4032.0,7698.0,5424.0,566.0
3608,36140,2013,36140.acs,95897.0,48.4,13743.0,24467.0,23182.0,7527.0,16819.0,98680.0,38210.0,42.0,81833.0,6288.0,2837.0,4048.0,1406.0,852.0,35535.0,,21479.0,,,31995.0,0.4369,8835.0,2258.0,2767.0,988.0,829.0
3609,43060,2013,43060.acs,71158.0,38.0,7644.0,18250.0,15328.0,2534.0,15652.0,29426.0,25894.0,41.0,24551.0,664.0,137.0,475.0,,,,,14509.0,,,20489.0,0.4361,13232.0,1856.0,2107.0,2387.0,483.0
3610,12020,2013,12020.acs,197357.0,31.0,31462.0,40385.0,31084.0,17403.0,32045.0,81293.0,71847.0,33.0,57597.0,10341.0,3153.0,2135.0,1957.0,,80464.0,,51544.0,,,21587.0,0.5048,53388.0,10497.0,10945.0,6154.0,620.0
3611,48980,2013,48980.acs,81667.0,41.0,9860.0,21797.0,,,,35514.0,31657.0,34.0,28599.0,1507.0,160.0,208.0,,,,,23605.0,,,22057.0,0.4264,15261.0,1979.0,4472.0,1901.0,480.0
3612,24940,2013,24940.acs,93996.0,38.9,12241.0,25465.0,20218.0,4479.0,19119.0,43212.0,37706.0,39.0,32918.0,2308.0,367.0,220.0,,,,,17750.0,,,20109.0,0.4768,24691.0,3766.0,4001.0,2156.0,472.0
3613,18880,2014,18880.acs,258042.0,38.1,32905.0,62757.0,46077.0,18144.0,59915.0,142870.0,95662.0,28.0,100327.0,9226.0,6081.0,15645.0,,,,,59067.0,,,28293.0,0.4435,33132.0,6903.0,12251.0,6993.0,828.0
3614,31740,2014,31740.acs,98091.0,26.1,13984.0,20468.0,10505.0,9948.0,15449.0,38749.0,34452.0,39.0,26280.0,6162.0,2311.0,884.0,,,,,29656.0,,,25269.0,0.4729,17405.0,5132.0,5530.0,3725.0,711.0
3615,25980,2014,25980.acs,82768.0,27.6,7649.0,20420.0,15538.0,2336.0,18472.0,33779.0,28069.0,28.0,23063.0,2899.0,55.0,37.0,,,,,19619.0,,,18452.0,0.3769,12512.0,2954.0,6025.0,2554.0,804.0
3616,10460,2014,10460.acs,65082.0,36.1,7957.0,15233.0,12115.0,4191.0,15742.0,30969.0,23190.0,39.0,21972.0,759.0,47.0,0.0,,,,,14539.0,,,18798.0,0.393,12661.0,1055.0,3359.0,1924.0,700.0
3617,39660,2014,39660.acs,143867.0,38.5,18992.0,37282.0,28669.0,7396.0,36201.0,62996.0,56274.0,38.0,47100.0,3255.0,2767.0,1730.0,,,,,46710.0,,,26333.0,0.4235,16657.0,3064.0,7552.0,4193.0,668.0
3618,25840,2014,25840.acs,86147.0,36.6,11766.0,18807.0,16388.0,3370.0,21330.0,34326.0,30573.0,44.0,24925.0,2269.0,600.0,395.0,,,,,16541.0,,,20348.0,0.4259,15588.0,1954.0,3230.0,4710.0,529.0
3619,16940,2014,16940.acs,96389.0,36.8,13555.0,25150.0,16116.0,6530.0,24273.0,41651.0,38705.0,42.0,33875.0,2639.0,884.0,468.0,,,,,29939.0,,,28934.0,0.4062,10221.0,2569.0,3839.0,3943.0,693.0
3620,41100,2014,41100.acs,151948.0,35.1,11194.0,38274.0,20820.0,8698.0,43369.0,62439.0,49468.0,23.0,53025.0,3473.0,947.0,592.0,,,,,32415.0,,,20552.0,0.3976,17996.0,3100.0,6770.0,2849.0,773.0
3621,36220,2014,36220.acs,153904.0,31.0,14989.0,35735.0,27906.0,4554.0,27516.0,56510.0,50724.0,45.0,36925.0,9320.0,1189.0,569.0,,,,,41296.0,,,27364.0,0.4569,15169.0,3081.0,5690.0,5840.0,887.0
3622,23580,2014,23580.acs,190761.0,35.8,16668.0,46715.0,32231.0,10946.0,33607.0,69491.0,63383.0,26.0,54731.0,5238.0,1797.0,1006.0,,257.0,,,46956.0,,,23769.0,0.4309,31214.0,3976.0,7661.0,4976.0,679.0
3623,43300,2014,43300.acs,123534.0,40.0,13753.0,32868.0,28282.0,5892.0,27546.0,54398.0,46621.0,39.0,43028.0,3776.0,627.0,573.0,,0.0,,,25186.0,,,24838.0,0.4269,18487.0,3135.0,5181.0,4421.0,619.0
3624,21820,2014,21820.acs,99357.0,30.1,12013.0,23679.0,13385.0,7380.0,22539.0,41690.0,35692.0,34.0,34526.0,2631.0,1227.0,1904.0,,627.0,,,32489.0,,,33599.0,0.4183,9417.0,2990.0,6730.0,3285.0,1128.0
3625,46380,2014,46380.acs,87869.0,42.2,13999.0,19465.0,17648.0,4319.0,20706.0,40719.0,33464.0,43.0,33178.0,1224.0,702.0,603.0,,,,,15611.0,,,24938.0,0.5021,15939.0,4329.0,4854.0,2294.0,818.0
3626,29740,2014,29740.acs,213676.0,32.7,25806.0,49724.0,26897.0,15793.0,35390.0,84225.0,75530.0,31.0,58982.0,5305.0,1588.0,1867.0,,252.0,,,51949.0,,,20245.0,0.4841,61808.0,7200.0,9887.0,6686.0,613.0
3627,33260,2014,33260.acs,163470.0,31.9,16770.0,39044.0,25308.0,7314.0,33018.0,60209.0,55814.0,38.0,43467.0,7367.0,756.0,2751.0,,,,,53455.0,,,35856.0,0.4546,12598.0,2564.0,6945.0,6433.0,1075.0
3628,48300,2014,48300.acs,114392.0,38.8,13766.0,27734.0,20450.0,6215.0,24159.0,52473.0,41500.0,40.0,41912.0,2747.0,1004.0,856.0,,,,,27631.0,,,25113.0,0.4421,16217.0,1727.0,4723.0,3442.0,707.0
3629,30020,2014,30020.acs,131395.0,32.5,14486.0,29162.0,25070.0,5438.0,29210.0,54613.0,43648.0,44.0,43996.0,5328.0,1115.0,801.0,,,,,32819.0,,,23444.0,0.4543,22230.0,3341.0,6433.0,4915.0,599.0
3630,19060,2014,19060.acs,100530.0,41.9,15447.0,24871.0,31596.0,5531.0,19137.0,46324.0,40318.0,57.0,38850.0,3227.0,753.0,650.0,,,,,22086.0,,,20585.0,0.4465,16512.0,2727.0,5669.0,2777.0,490.0
3631,20700,2014,20700.acs,166314.0,42.6,14399.0,40005.0,41331.0,9674.0,32819.0,80699.0,54404.0,34.0,75156.0,2363.0,211.0,111.0,,,,,29170.0,,,25081.0,0.4019,21937.0,3501.0,3706.0,1509.0,903.0
3632,40740,2014,40740.acs,65878.0,35.0,7331.0,16416.0,,,,26692.0,23747.0,50.0,21649.0,672.0,440.0,922.0,,,,,12034.0,,,19929.0,0.4685,15785.0,1459.0,3210.0,2330.0,522.0
3633,28180,2014,28180.acs,70475.0,40.8,6530.0,15704.0,,,,30350.0,22234.0,32.0,25665.0,3608.0,794.0,264.0,,,,,14510.0,,,27307.0,0.433,8273.0,1164.0,3061.0,1407.0,882.0
3634,36300,2014,36300.acs,111400.0,38.5,15318.0,24968.0,25792.0,8390.0,20868.0,52240.0,40286.0,55.0,41956.0,2255.0,731.0,1062.0,,,,,22197.0,,,21999.0,0.4445,18646.0,2922.0,3883.0,2194.0,532.0
3635,34380,2014,34380.acs,70616.0,26.3,10896.0,14103.0,11643.0,4196.0,11657.0,28690.0,24999.0,37.0,19984.0,4206.0,924.0,683.0,,,,,16298.0,,,20859.0,0.4624,19413.0,3585.0,3430.0,1628.0,608.0
3636,24300,2014,24300.acs,148255.0,38.3,22925.0,36778.0,28253.0,8031.0,34271.0,63791.0,59703.0,35.0,51358.0,3239.0,1263.0,775.0,,375.0,,,41952.0,,,26910.0,0.445,24537.0,6104.0,6796.0,4584.0,717.0
3637,27100,2014,27100.acs,159741.0,41.2,21448.0,40238.0,37826.0,6445.0,38505.0,69070.0,61686.0,50.0,56898.0,4438.0,1621.0,1621.0,,,,,33382.0,,,23575.0,0.4421,22292.0,4084.0,4835.0,2861.0,584.0
3638,34180,2014,34180.acs,93147.0,32.6,8909.0,20849.0,,,,35521.0,29758.0,39.0,22024.0,1583.0,612.0,649.0,,,,,20058.0,,,21230.0,0.4192,12719.0,2036.0,3569.0,4280.0,640.0
3639,38820,2014,38820.acs,72715.0,49.8,12572.0,18789.0,14255.0,5399.0,23071.0,35811.0,31361.0,40.0,27632.0,1130.0,962.0,878.0,,147.0,,,13191.0,,,26705.0,0.4269,11892.0,1981.0,3687.0,2195.0,751.0
3640,35100,2014,35100.acs,127886.0,37.9,17340.0,31995.0,21981.0,6404.0,31289.0,57975.0,49335.0,33.0,43168.0,2642.0,1457.0,331.0,,,,,29455.0,,,22255.0,0.4118,20190.0,3225.0,6529.0,4291.0,613.0
3641,48060,2014,48060.acs,119103.0,32.2,14496.0,29020.0,22819.0,7511.0,26993.0,58780.0,43516.0,51.0,45532.0,3328.0,1555.0,1528.0,,303.0,,,28943.0,,,24054.0,0.4137,16160.0,2787.0,6927.0,4239.0,784.0
3642,48660,2014,48660.acs,151536.0,35.7,20329.0,33867.0,32716.0,5931.0,32004.0,65310.0,54196.0,45.0,53118.0,4197.0,827.0,1791.0,,,,,42541.0,,,22806.0,0.4626,26144.0,4982.0,5996.0,4539.0,573.0
3643,49180,2014,49180.acs,655015.0,40.4,89662.0,167337.0,133840.0,40345.0,132216.0,290878.0,256999.0,38.0,222819.0,27972.0,6940.0,4368.0,4275.0,1395.0,263627.0,,159676.0,,,24008.0,0.4534,120392.0,20575.0,29881.0,21735.0,537.0
3644,27340,2014,27340.acs,187589.0,26.1,18894.0,42979.0,26937.0,6330.0,43536.0,76061.0,61873.0,26.0,57688.0,5213.0,2263.0,745.0,6082.0,160.0,80164.0,,42621.0,,,22359.0,0.4331,22895.0,6587.0,11634.0,5520.0,733.0
3645,34740,2014,34740.acs,172344.0,38.6,21498.0,43148.0,41281.0,6917.0,40461.0,73328.0,64646.0,53.0,62195.0,3928.0,1208.0,1998.0,373.0,446.0,63475.0,,40205.0,,,20613.0,0.4403,33457.0,4539.0,5025.0,3499.0,537.0
3646,24660,2014,24660.acs,746593.0,38.5,105695.0,183755.0,147074.0,46380.0,148467.0,328034.0,289450.0,36.0,239676.0,45568.0,7892.0,5957.0,4834.0,2264.0,310457.0,68648.0,198869.0,87456.0,25864.0,24300.0,0.4625,126134.0,25307.0,41993.0,24901.0,599.0
3647,27780,2014,27780.acs,137732.0,44.9,19474.0,37530.0,45175.0,7921.0,23738.0,65262.0,57004.0,65.0,57876.0,2686.0,812.0,1864.0,2208.0,705.0,52686.0,,28101.0,,,24607.0,0.4574,19919.0,2843.0,4414.0,4622.0,385.0
3648,19380,2014,19380.acs,800836.0,39.7,125980.0,201630.0,157362.0,60727.0,183794.0,367856.0,327610.0,52.0,307623.0,38775.0,8967.0,7498.0,7665.0,6472.0,332100.0,91880.0,217912.0,85058.0,26506.0,26555.0,0.4611,134183.0,28049.0,44515.0,28339.0,586.0
3649,22380,2014,22380.acs,137682.0,30.9,16387.0,30532.0,16457.0,9794.0,26667.0,64215.0,46919.0,30.0,46848.0,6475.0,1390.0,1359.0,6276.0,1303.0,50196.0,,32716.0,,,23867.0,0.4619,28053.0,4658.0,6508.0,4482.0,846.0
3650,28420,2014,28420.acs,274295.0,33.1,26421.0,66936.0,42172.0,15243.0,60565.0,98787.0,93357.0,39.0,75438.0,8151.0,2558.0,3301.0,1397.0,1124.0,111793.0,,72424.0,,,26161.0,0.44,44148.0,7731.0,11395.0,8481.0,742.0
3651,44700,2014,44700.acs,715597.0,33.7,60385.0,161489.0,123932.0,26903.0,138654.0,237547.0,221874.0,39.0,196527.0,18413.0,6142.0,7326.0,5408.0,3915.0,257751.0,62696.0,135483.0,68050.0,90960.0,23028.0,0.4703,146601.0,29936.0,37561.0,18941.0,864.0
3652,44100,2014,44100.acs,211311.0,40.1,35018.0,53450.0,44659.0,14960.0,43369.0,96311.0,88468.0,48.0,80726.0,7401.0,561.0,3285.0,2635.0,2220.0,91197.0,,62594.0,,,30937.0,0.4602,32702.0,7766.0,8732.0,7860.0,576.0
3653,47380,2014,47380.acs,261958.0,33.5,31392.0,61774.0,47020.0,11176.0,51316.0,105853.0,93166.0,41.0,84911.0,10900.0,1687.0,2617.0,2131.0,1094.0,103874.0,,71504.0,,,21402.0,0.4628,49413.0,10458.0,11255.0,9867.0,603.0
3654,46540,2014,46540.acs,296615.0,42.1,42838.0,73393.0,71006.0,18785.0,66872.0,137324.0,116231.0,64.0,113604.0,7587.0,2355.0,3865.0,5507.0,2003.0,115937.0,,70038.0,,,25265.0,0.4516,49495.0,8626.0,13158.0,10063.0,549.0
3655,39580,2014,39580.acs,1242974.0,36.1,146194.0,311353.0,159165.0,125961.0,229823.0,499039.0,457547.0,25.0,370297.0,58915.0,19496.0,12067.0,8106.0,6502.0,552193.0,103296.0,314901.0,216573.0,63036.0,32107.0,0.456,148594.0,35937.0,59465.0,42050.0,791.0
3656,43420,2014,43420.acs,127448.0,40.1,15795.0,31858.0,18925.0,7669.0,35227.0,60506.0,47653.0,35.0,42390.0,2227.0,538.0,2442.0,850.0,,42116.0,,26680.0,,,23507.0,0.4514,21990.0,3110.0,4978.0,3913.0,660.0
3657,47220,2014,47220.acs,157389.0,36.5,15503.0,35090.0,,,,56363.0,50593.0,51.0,46492.0,3898.0,1070.0,1518.0,1805.0,1809.0,58124.0,,33180.0,,,21131.0,0.4461,28650.0,5625.0,7154.0,3789.0,794.0
3658,45460,2014,45460.acs,171555.0,37.9,22183.0,43130.0,43659.0,7861.0,35678.0,73919.0,65313.0,54.0,60623.0,5133.0,523.0,1859.0,1683.0,1322.0,67294.0,,41978.0,,,21389.0,0.4473,28688.0,5256.0,5323.0,6240.0,498.0
3659,27620,2014,27620.acs,150131.0,38.3,19696.0,36191.0,37660.0,8789.0,26389.0,63966.0,55887.0,38.0,53124.0,4348.0,189.0,740.0,1152.0,195.0,62512.0,,36160.0,,,24238.0,0.432,19267.0,2833.0,5046.0,4167.0,442.0
3660,21700,2014,21700.acs,134809.0,37.3,23513.0,29682.0,23739.0,8587.0,33631.0,62329.0,53195.0,48.0,52370.0,3191.0,434.0,524.0,3766.0,1048.0,46593.0,,27630.0,,,22637.0,0.4603,27977.0,7567.0,8554.0,4029.0,799.0
3661,43620,2014,43620.acs,248252.0,34.8,34517.0,60247.0,44188.0,14839.0,52237.0,101462.0,94764.0,37.0,77745.0,9546.0,7169.0,4109.0,2408.0,1187.0,128051.0,,92889.0,,,29600.0,0.4379,23569.0,5722.0,9653.0,10152.0,632.0
3662,17300,2014,17300.acs,279593.0,30.4,27055.0,70692.0,52472.0,12200.0,62569.0,114809.0,97747.0,28.0,93873.0,9944.0,1604.0,1242.0,5010.0,1372.0,107901.0,,62336.0,,,21609.0,0.4325,42327.0,7532.0,17312.0,9022.0,637.0
3663,33860,2014,33860.acs,374430.0,36.4,48145.0,94287.0,73644.0,27854.0,67765.0,164416.0,142432.0,35.0,130953.0,13116.0,2787.0,2753.0,1260.0,1200.0,151473.0,,90456.0,,,24007.0,0.4475,71028.0,12224.0,14973.0,12605.0,615.0
3664,22220,2014,22220.acs,503046.0,34.2,59648.0,122922.0,97623.0,32310.0,80464.0,205553.0,182570.0,27.0,161974.0,23061.0,3199.0,2300.0,4441.0,637.0,216932.0,,132569.0,,,26491.0,0.4819,79752.0,11519.0,23908.0,20700.0,577.0
3665,17980,2014,17980.acs,312731.0,34.3,38281.0,74914.0,57428.0,17551.0,66758.0,132216.0,113195.0,38.0,102678.0,15060.0,2091.0,3009.0,1993.0,1825.0,128474.0,,88028.0,,,23354.0,0.4644,57835.0,11092.0,21019.0,12085.0,614.0
3666,26980,2014,26980.acs,164357.0,31.7,26999.0,37410.0,19528.0,20761.0,26618.0,68318.0,64409.0,35.0,49296.0,9634.0,3204.0,2082.0,6648.0,3795.0,67756.0,,51309.0,,,34448.0,0.5174,24923.0,8138.0,6441.0,5228.0,787.0
3667,34820,2014,34820.acs,417668.0,45.6,63525.0,111474.0,98660.0,24675.0,98278.0,274528.0,174999.0,25.0,164892.0,34416.0,12276.0,18132.0,2006.0,718.0,167054.0,,100348.0,,,24998.0,0.4356,71676.0,11609.0,18112.0,11090.0,668.0
3668,42220,2014,42220.acs,500292.0,41.1,69273.0,121602.0,68402.0,42789.0,117681.0,207220.0,190875.0,41.0,172464.0,12165.0,4541.0,7999.0,9285.0,5198.0,207960.0,67338.0,113724.0,65208.0,43096.0,35771.0,0.4644,55638.0,22509.0,29552.0,13748.0,1250.0
3669,17460,2014,17460.acs,2063598.0,41.2,330857.0,517636.0,426132.0,167405.0,427049.0,956688.0,848493.0,58.0,774477.0,81530.0,27203.0,64547.0,25216.0,30797.0,857941.0,190737.0,484255.0,371844.0,84890.0,28785.0,0.4764,320868.0,75216.0,99791.0,72486.0,630.0
3670,29420,2014,29420.acs,203361.0,49.7,29029.0,52263.0,51619.0,6217.0,55330.0,112307.0,81292.0,25.0,71934.0,2580.0,1470.0,2614.0,1484.0,548.0,60953.0,,36662.0,,,20450.0,0.4257,41027.0,5093.0,9809.0,6721.0,616.0
3671,41420,2014,41420.acs,404026.0,36.3,45960.0,96011.0,72984.0,23064.0,89228.0,153049.0,141971.0,40.0,116608.0,12947.0,4155.0,6985.0,5129.0,2808.0,149116.0,45682.0,91523.0,41556.0,20492.0,22492.0,0.4243,65929.0,13226.0,22879.0,12554.0,680.0
3672,40380,2014,40380.acs,1083393.0,40.0,167458.0,261292.0,207064.0,104369.0,217905.0,473694.0,428750.0,54.0,389095.0,39866.0,12605.0,14485.0,15718.0,12871.0,455669.0,137319.0,299294.0,119760.0,34852.0,28487.0,0.4553,147039.0,37330.0,52660.0,25287.0,686.0
3673,22140,2014,22140.acs,123785.0,34.7,11001.0,29377.0,24325.0,5531.0,27590.0,49613.0,40378.0,37.0,32487.0,1139.0,129.0,323.0,1036.0,275.0,46424.0,,24382.0,,,22609.0,0.4834,26883.0,2179.0,3375.0,3745.0,610.0
3674,36020,2014,36020.acs,79275.0,44.5,10069.0,22395.0,14100.0,6057.0,22486.0,40676.0,32464.0,31.0,34557.0,1535.0,591.0,410.0,1475.0,,29054.0,,16573.0,,,32209.0,0.4191,8026.0,2095.0,5129.0,1894.0,925.0
3675,13780,2014,13780.acs,247219.0,41.1,37991.0,61307.0,53049.0,18973.0,53265.0,112006.0,99298.0,59.0,90923.0,8656.0,2000.0,2672.0,2907.0,3541.0,98177.0,32568.0,64681.0,21046.0,11928.0,25682.0,0.4484,36997.0,9675.0,10098.0,8103.0,627.0
3676,15180,2014,15180.acs,420392.0,31.3,24854.0,96155.0,57458.0,12392.0,57156.0,146207.0,121009.0,31.0,109089.0,9715.0,3497.0,5038.0,2381.0,,140551.0,,99030.0,,,14770.0,0.4921,146440.0,10216.0,13254.0,7662.0,502.0
3677,20500,2014,20500.acs,542710.0,36.3,84958.0,128205.0,68933.0,79534.0,90276.0,233471.0,213163.0,32.0,169518.0,35014.0,8083.0,6373.0,9112.0,10940.0,216536.0,52431.0,136065.0,79268.0,26666.0,31477.0,0.5017,84554.0,21834.0,31369.0,17470.0,764.0
3678,24340,2014,24340.acs,1027703.0,35.6,115836.0,259847.0,184160.0,73346.0,205717.0,408258.0,375683.0,42.0,329476.0,35421.0,9754.0,9891.0,10772.0,8539.0,447148.0,138633.0,281745.0,119974.0,40958.0,26200.0,0.4363,138325.0,27921.0,35364.0,26957.0,666.0
3679,17020,2014,17020.acs,224241.0,36.4,36844.0,48522.0,34287.0,13565.0,54443.0,97491.0,85366.0,41.0,74114.0,6016.0,1952.0,3257.0,3598.0,1248.0,74387.0,,43218.0,,,25842.0,0.5128,48757.0,10927.0,12292.0,5950.0,784.0
3680,22900,2014,22900.acs,279592.0,38.5,31269.0,74830.0,68641.0,11239.0,54271.0,123026.0,106099.0,37.0,98850.0,6600.0,1768.0,1659.0,2285.0,499.0,108782.0,,66406.0,,,21934.0,0.4829,64247.0,7118.0,11427.0,8503.0,480.0
3681,12940,2014,12940.acs,825478.0,34.7,101821.0,203275.0,171509.0,49826.0,142953.0,341968.0,305096.0,33.0,251152.0,31264.0,9923.0,8931.0,6700.0,3937.0,350600.0,57798.0,188464.0,134629.0,60098.0,26783.0,0.4654,136619.0,25578.0,31176.0,26269.0,687.0
3682,25260,2014,25260.acs,150269.0,30.9,9328.0,32268.0,22507.0,2934.0,32131.0,44872.0,41596.0,37.0,38059.0,3055.0,483.0,1019.0,1322.0,232.0,47587.0,,24786.0,,,17378.0,0.4596,35623.0,5799.0,6957.0,4321.0,712.0
3683,25180,2014,25180.acs,260070.0,40.1,30376.0,65544.0,66879.0,13070.0,51601.0,107421.0,95920.0,35.0,88288.0,7518.0,967.0,2108.0,1771.0,1620.0,105552.0,,56174.0,,,27075.0,0.4226,34857.0,6339.0,10616.0,8174.0,673.0
3684,22420,2014,22420.acs,412895.0,39.7,59091.0,108005.0,87220.0,20458.0,105307.0,190905.0,167096.0,51.0,157559.0,15432.0,4207.0,4184.0,2462.0,2398.0,146847.0,,85006.0,,,23253.0,0.4602,87894.0,16784.0,19363.0,12140.0,542.0
3685,25420,2014,25420.acs,560849.0,40.5,83052.0,143006.0,138734.0,46222.0,95056.0,245202.0,226058.0,47.0,201680.0,19936.0,4878.0,8502.0,11601.0,4503.0,244676.0,64592.0,155211.0,73562.0,25758.0,30764.0,0.4432,60008.0,16381.0,26592.0,18398.0,689.0
3686,31460,2014,31460.acs,154548.0,33.8,9634.0,33261.0,,,,49893.0,42895.0,35.0,43470.0,1593.0,273.0,561.0,1527.0,,44730.0,,23343.0,,,17601.0,0.4496,32432.0,4541.0,6308.0,1965.0,786.0
3687,20100,2014,20100.acs,171987.0,37.3,18217.0,43053.0,37127.0,9911.0,34374.0,67862.0,61270.0,26.0,52594.0,5174.0,916.0,649.0,972.0,,72302.0,,41656.0,,,25751.0,0.4215,22216.0,4549.0,7302.0,4856.0,843.0
3688,27140,2014,27140.acs,576246.0,35.7,64019.0,142933.0,90197.0,45037.0,123918.0,236776.0,206952.0,35.0,182672.0,24010.0,2240.0,3657.0,2491.0,758.0,239175.0,,138369.0,,,25096.0,0.4927,102835.0,15031.0,22471.0,15425.0,625.0
3689,21140,2014,21140.acs,201971.0,35.3,20081.0,50555.0,50936.0,7900.0,33345.0,77937.0,70636.0,43.0,63145.0,5775.0,1711.0,2183.0,1297.0,218.0,85192.0,,56737.0,,,21959.0,0.4086,28183.0,5209.0,6722.0,6595.0,600.0
3690,15500,2014,15500.acs,155792.0,40.1,23278.0,39521.0,30363.0,6426.0,35835.0,68101.0,62799.0,36.0,51551.0,6202.0,1375.0,731.0,616.0,0.0,66476.0,,36880.0,,,23179.0,0.4698,27824.0,5735.0,7085.0,4429.0,579.0
3691,29620,2014,29620.acs,470458.0,35.2,72827.0,110530.0,71944.0,40950.0,105676.0,200009.0,183357.0,47.0,152953.0,27678.0,6109.0,6426.0,9102.0,5882.0,192239.0,56157.0,133244.0,46124.0,19496.0,26754.0,0.4485,72167.0,16287.0,23545.0,16061.0,660.0
3692,41740,2014,41740.acs,3263431.0,35.3,356870.0,743988.0,409050.0,298390.0,665797.0,1187693.0,1100858.0,40.0,804512.0,172613.0,65216.0,99850.0,45126.0,41997.0,1310399.0,241231.0,798501.0,500288.0,182794.0,31770.0,0.4669,467054.0,141357.0,200701.0,92791.0,1295.0
3693,36100,2014,36100.acs,339167.0,48.0,48899.0,83376.0,92436.0,12902.0,80009.0,163560.0,132275.0,29.0,119776.0,6184.0,936.0,1454.0,1233.0,737.0,107101.0,,66398.0,,,21915.0,0.4239,57222.0,6014.0,11413.0,7765.0,629.0
3694,40340,2014,40340.acs,212778.0,38.8,25068.0,58744.0,35178.0,22010.0,48289.0,89676.0,83812.0,38.0,73934.0,5039.0,3535.0,3891.0,3619.0,5771.0,94345.0,37170.0,64152.0,19963.0,8456.0,34356.0,0.4331,19962.0,4430.0,6593.0,5649.0,730.0
3695,36500,2014,36500.acs,265851.0,39.0,35739.0,67580.0,41023.0,23183.0,70680.0,111797.0,103319.0,31.0,87258.0,7484.0,2337.0,3483.0,2452.0,1775.0,114030.0,,69468.0,,,30441.0,0.4081,31376.0,9291.0,14840.0,9388.0,936.0
