,geoid,Unnamed: 0,2007.mean.88502,2007.stdev.88502,2008.mean.88502,2008.stdev.88502,2009.mean.88502,2009.stdev.88502,2010.mean.88502,2010.stdev.88502,2011.mean.88502,2011.stdev.88502,2012.mean.88502,2012.stdev.88502,2013.mean.88502,2013.stdev.88502,2014.mean.88502,2014.stdev.88502,2015.mean.88502,2015.stdev.88502,2016.mean.88502,2016.stdev.88502,2017.mean.88502,2017.stdev.88502,2018.mean.88502,2018.stdev.88502,2007.mean.68105,2007.stdev.68105,2008.mean.68105,2008.stdev.68105,2009.mean.68105,2009.stdev.68105,2010.mean.68105,2010.stdev.68105,2011.mean.68105,2011.stdev.68105,2012.mean.68105,2012.stdev.68105,2013.mean.68105,2013.stdev.68105,2014.mean.68105,2014.stdev.68105,2015.mean.68105,2015.stdev.68105,2016.mean.68105,2016.stdev.68105,2017.mean.68105,2017.stdev.68105,2018.mean.68105,2018.stdev.68105
258,28420,1342.0,6.528630000000001,4.5220045,6.8825135,4.110761500000001,6.138396,3.0044060000000004,5.777260499999999,3.4639055,5.6750685,3.7071285,6.129562999999999,4.6359855,6.861603000000001,4.7773295000000005,5.431153,3.2833240000000004,6.707481499999999,5.4709155,4.7213955,2.995555,8.241165500000001,12.5689845,6.817933499999999,9.371701999999999,,,,,,,,,,,,,,,,,,,,,,,,
259,22660,228.0,3.01453,2.0486020000000003,2.915126,2.621639,2.727049,2.8206740000000003,2.231148,1.751084,2.419828,2.129675,3.2413220000000003,3.035036,2.465812,1.960391,2.488793,2.1158930000000002,2.034513,2.238094,2.143697,1.7924810000000002,2.837719,4.5909179999999985,2.840678,3.085761,,,,,,,,,,,,,,,,,,,,,,,,
260,13460,1062.0,5.223481,3.981568,5.492329,5.332561,5.405352,3.791933,4.613187,3.2906980000000003,5.321154,4.092164,5.465374,5.608955,6.5454789999999985,4.366904,5.080274,4.7928229999999985,6.141918,6.322189,4.042857,2.4144919999999996,9.863277,20.442705,7.711235999999999,10.948812,,,,,,,,,,,,,,,,,,,,,,,,
261,43100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,14540,550.0,11.937391,7.351112,9.3875,4.733193,8.499179999999999,3.8837339999999996,8.909564999999997,3.433171,8.554545,4.027034,7.353332999999999,3.173841,7.011303999999999,3.3379199999999996,7.521552000000001,3.8675870000000003,6.730508,3.718204,6.178947,2.770179,7.188674000000001,3.0953470000000003,7.3775830000000004,3.4410105000000004,,,,,,,,,,,,,,,,,,,,,,,,
263,16540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,34580,1380.0,5.408427,2.713708,5.3426969999999985,2.30355,5.405571,2.644341,4.615616,2.165096,4.7358129999999985,2.288727,3.784789,1.822845,4.713003,2.115607,4.039776,2.526942,5.053165,4.000209,3.148571,1.758234,3.684528,4.114776999999999,3.5054790000000002,4.908607,,,,,,,,,,,,,,,,,,,,,,,,
265,20260,712.0,4.038393,3.11527,4.0314809999999985,3.069922,3.8974580000000003,3.230873,3.7309089999999996,2.61526,3.6389379999999996,2.541071,3.742202,2.820668,3.6577589999999995,3.445808,3.628814,2.776646,3.952586,3.687923,2.984746,4.385419000000001,3.403478,2.7625610000000003,3.419828,3.4232,6.0371514999999984,12.5970755,3.3207910000000003,12.3636715,3.60591,12.17066,7.469270999999999,11.512546,5.120383,11.770905,8.923734,11.057652999999998,5.745278,11.2367145,5.4637635000000015,13.269927,7.776667,12.159071999999998,6.5293405,11.9042805,6.488092,11.4882945,4.737474,12.8915575
266,13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,25940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,22420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,30700,783.0,,,,,,,,,,,,,,,,,,,,,,,,,13.136641500000001,11.2453935,11.4102355,10.495516499999999,11.407459,11.664222500000001,12.7381425,12.06971,12.740333,12.306466,14.348979,11.258465,11.892488,11.945681500000001,11.9142105,12.153614,13.221207499999998,10.915603999999998,12.1985935,10.493493,12.270243999999998,11.333986499999998,11.6150095,12.369571999999998
270,12100,815.5,8.267164,5.357459499999999,9.308896,5.569494000000001,7.7530985,4.418663499999999,7.600956999999998,4.7432065,7.736382499999999,4.8003269999999985,6.122793499999999,3.487633,6.1707085,3.1890259999999997,6.871053,8.004553,6.561667,3.8566580000000004,5.6728809999999985,2.902214,5.128205,2.81752,4.926168,2.583961,13.0610215,8.724821500000001,12.6575635,9.217719500000001,12.4905835,9.1735255,11.550826,10.003632,13.025634,8.782208,14.260582000000001,8.2094275,12.534532,8.73658,11.868442,9.14613,14.2340645,9.4254225,14.441721000000001,8.9586685,13.6506125,8.0344465,13.0237865,9.4936755
271,24220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,29460,321.0,8.356911,3.981558,9.28843,3.864898,8.571954999999999,3.6351160000000005,9.391643,3.3268989999999996,9.133705,3.812074,9.209642,3.3454330000000003,8.725271000000001,2.841338,9.260641,3.488435,8.418560000000001,3.097672,8.105413,2.626241,8.881329,3.337797,8.757143,3.7744129999999996,22.094559,5.4279804999999985,22.4817735,4.341219000000001,22.4298185,5.4568905,21.47125,7.039579499999999,22.0876105,5.4002085,22.856174,4.3790875,22.2176725,4.2508029999999986,21.895017000000003,5.604234,23.349243,4.644746,23.123105,4.930863499999999,23.119907,4.2309090000000005,21.131667,4.860302
273,43780,497.0,,,,,,,,,,,,,,,,,,,,,,,,,11.868199,11.076309,9.887472,11.176169,9.788034,10.506353999999998,11.0982395,11.2401955,10.748452,10.715329999999998,13.097522,10.0214985,10.073833,11.340758,9.295291,11.583094000000001,11.543237,10.6631275,12.952807,10.672074,11.534953,9.9879205,11.131731,11.384261
274,29180,589.0,,,,,,,,,,,,,,,,,,,,,,,,,22.01039,6.620057000000001,19.913913,6.793791000000001,19.861111,7.0705100000000005,18.785,8.553248,19.528346,8.327283,21.292373,6.051208,19.166667,7.530881,18.319835,7.796341,20.282645000000002,7.064803,21.422222,7.054253,21.825225,6.621294,21.577686,7.898601999999999
275,19660,327.0,,,,,,,,,,,,,,,,,,,,,,,,,23.663333,4.405447000000001,16.8,0.0,23.801149,4.5828929999999986,20.869231,7.479829,22.128696,6.0240860000000005,22.291667,5.0418509999999985,22.115385,4.589505,21.279167,5.466305,23.384746,5.406416,22.916102,5.336681,22.768468,4.535616,20.10678,5.29114
276,16860,374.0,,,,,,,,,,,,,,,,,,,,,,,,,13.293256,7.652810000000001,14.8341135,8.1686735,15.15956,8.991394,14.9987705,10.2407895,15.581954000000001,9.1470205,16.423932999999998,7.7739815000000005,15.071492499999998,8.324777000000001,15.3003075,9.1639395,16.7774195,8.3674365,18.333962,8.832151999999997,17.608197,7.3394439999999985,14.569492,9.321615
277,40080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,20740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,40980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,48140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,24140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,33740,595.0,,,,,,,,,,,,,,,,,,,,,,,,,21.136471,7.494725999999999,18.175221,8.015616,19.039167000000003,7.859387,19.248571,9.638526,21.02437,9.277465,20.507627,7.487222,17.476923,8.918842999999997,17.570192000000002,8.811675,19.578512,8.320128,20.094444,7.171536,19.536975,7.427181999999998,18.97459,8.726198
283,36780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,24580,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,9.968173,10.220769500000001,7.787920999999999,12.390248,7.1934815,11.534214500000001,9.594653999999998,11.320313,6.0174699999999985,9.726998333333333,11.366518,10.359651333333334,7.629045,12.065628666666665,7.401492333333334,12.721156666666667,10.543333,11.326964,11.184211,10.874262,9.753448,10.083689,9.129508,10.876356
285,36500,1391.0,9.265767,7.762380999999999,8.460664999999999,7.201215,6.835112,6.4945369999999985,4.540214,3.6604330000000003,5.1828249999999985,4.8675609999999985,7.3487529999999985,6.762396000000001,8.171978,7.3833319999999985,6.861635000000001,5.4584899999999985,6.214013,4.573789,5.61691,3.8154510000000004,6.522161,6.789956,6.172647,10.268099000000001,,,,,,,,,,,,,,,,,,,,,,,,
286,43900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,29940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,47300,208.0,15.17055125,10.599925249999998,14.829056999999999,10.926451750000002,11.737416,8.3538445,9.319986499999999,6.571354499999999,11.85015975,9.00408525,10.75679675,7.77634675,12.458078,10.294168249999998,12.059250500000001,9.604183374999998,11.5072225,9.153734,10.93766675,7.0890365,11.632583499999999,9.796228,13.9550795,13.361652,18.7813405,7.702730499999999,18.487835999999998,7.906067499999999,18.5645835,7.8731529999999985,18.5811965,7.7915185,17.769345,7.752469500000001,19.171452,7.6609105,19.049634,8.2480415,20.389254,7.403554999999999,19.8242985,7.608800499999999,19.434675,7.337738000000001,19.8952725,7.525326999999999,19.7274995,7.4950470000000005
289,22020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,20500,944.0,,,,,,,,,,,,,,,,,,,,,,,,,13.142857000000001,7.047288999999999,14.832787,8.635133,15.165254000000001,8.665683999999999,16.570491999999998,10.272443,16.770882999999998,9.304703,16.705467000000002,8.094947999999999,15.477868999999998,8.49804,15.76439,8.981588499999997,13.753821,8.996141,17.149193999999998,9.129239,17.403333,8.396597,17.208264,9.57291
291,16580,404.0,11.037607000000001,5.869056,9.724793,5.119754,8.876033,4.4266809999999985,9.125210000000001,4.936876,9.02314,4.836937,7.625,4.039537,8.107759,4.5291929999999985,8.383761,5.013378,6.87395,3.848497,6.444538,3.5307769999999996,6.472951,3.108507,6.580672,3.48085,,,,,,,,,,,,,,,,,,,,,,,,
292,36540,716.75,,,,,,,,,,,,,,,,,,,,,,,,,12.473427749999999,12.49823775,11.007763833333334,10.873450833333333,9.814888583333333,9.9967995,11.6349425,11.9401975,11.957608500000001,12.14058525,13.57429525,10.80566075,11.25564325,12.090531749999998,10.090058875,11.536487375000002,12.2518935,11.354997875,11.605334875,10.858312375,11.914104625,10.912577625,10.9492925,12.470974375
293,11700,934.0,7.757657999999998,6.347663,6.228205,4.7235809999999985,4.592857,3.422546,6.437931,4.8357980000000005,5.746809,4.48056,4.954717,3.181977,4.276724,3.222944,4.839252,3.237188,4.218261,3.518786,5.103279,5.8861360000000005,3.76087,2.372455,3.622018,2.870132,14.688124333333333,8.127773,13.705973333333333,7.9166446666666666,11.106395249999998,7.4103344999999985,12.587967999999998,10.289494333333332,13.742705,9.077429,14.198242,7.730032666666666,12.839042,8.341187666666666,12.962862666666664,9.055360333333333,10.683033333333332,6.4513273333333325,14.3118185,8.441070999999999,14.15125,7.986124999999999,12.818715,9.235169500000001
294,14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,33700,202.0,15.433333,15.043853,15.366667000000001,12.769092,15.0,13.252438,10.983051,8.105960999999999,13.354839000000002,13.574442000000001,12.710345,10.586978,14.814754,14.925569,11.132203,9.609378,13.277419,10.917041000000001,10.204918,7.535791000000001,11.688679,10.579273,11.710345,11.482507,18.031912,6.824044000000001,17.923306,7.470341,18.124741,7.033702999999999,17.018732,6.136504,16.142381,7.215482499999999,17.578263500000002,6.9582585,17.826721499999994,6.8429865,18.5814175,6.106781999999999,18.3356785,6.6020635,18.0205715,6.6481645,19.098812,6.980439,17.29477,6.8294085
296,43340,574.0,10.3848195,4.8693105,9.430302000000001,4.6288079999999985,9.6277375,4.57558,10.5198435,4.6542885,10.1716105,4.7961325,8.519252499999999,4.0743915,9.767795499999998,4.974976,10.0294745,4.4695915,9.37241,4.3184735,9.239933,4.1040595,7.083429,3.624196,6.479494,4.484239,20.747727,8.295283,20.5052395,7.1803965000000005,18.9472985,8.298749999999998,18.949305499999998,9.9066955,21.4115435,9.812161999999999,21.8327585,7.663154499999999,18.2697045,9.4883405,21.7060185,7.429614999999999,20.962218,8.168895,21.4105275,7.598058,21.7065485,7.1867515,20.2013085,9.4354265
297,19780,518.5,,,,,,,,,,,,,,,,,,,,,,,,,11.519604999999999,12.641015249999999,9.30416425,12.262400750000001,9.0374355,11.20542,10.958558750000002,12.44385925,10.8835975,11.970964500000001,12.37967375,11.015329249999999,9.683292999999999,12.476605333333334,10.102145833333333,12.481486666666667,12.217069500000001,11.44566175,12.776224749999999,11.00121575,11.3769035,11.3171375,10.06955925,12.387701999999999
298,45500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,18880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,48900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,24780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,41700,1226.0,10.1843115,4.94643725,10.061228,4.887804749999999,9.667581,4.681688,9.16696125,4.16063175,10.072861750000001,5.5750269999999995,9.219696,3.8155212499999998,8.813823499999998,4.7745985,9.094193,4.690005500000001,8.78840775,4.7431175,8.18989575,4.59707275,8.323197,5.51183025,8.17969025,5.014848,,,,,,,,,,,,,,,,,,,,,,,,
303,46220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,21660,1080.0,6.5057258749999995,6.356427375000001,6.984613625,5.77361325,6.978829875000001,6.445017999999999,5.48398675,4.086595625,6.248988125,5.632368124999999,6.135594875,5.555760249999999,6.856148750000001,6.14394675,6.503390749999999,5.6026315,6.166265249999999,6.8974405,4.205010250000001,3.532451,8.850373,18.78159475,6.455938999999999,5.8812875,,,,,,,,,,,,,,,,,,,,,,,,
305,17820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,45820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,49700,204.0,11.836858,9.104819,14.636164,16.147036,12.088268,7.459314999999999,10.315126,6.545643,13.739276,8.269324000000001,9.944663,6.466956,10.662654,7.825890999999999,12.6961025,6.385116999999998,8.951875999999997,6.404973,11.388301,4.9512909999999986,11.876111,8.545907000000001,18.272981,28.302981,10.890164,4.701179499999999,17.755452,7.173521999999998,17.129479999999997,7.1715779999999985,16.940123,6.5012360000000005,16.653458999999998,7.270356,17.399718,7.141140999999998,17.762857,6.947454,17.517516,6.253682,17.244545000000002,6.6650100000000005,17.394302,6.671815,17.163473,7.324674000000001,17.335435,6.729919000000001
308,12620,610.0,5.512605000000001,3.604201,5.525424,3.892381,5.133333,3.804089,4.452679,3.647657,5.038182,3.3506669999999996,4.682075,2.919452,4.356604,2.9567360000000003,4.443269,2.768294,4.858974,3.989018,3.5283019999999996,2.416521,3.717699,1.980586,3.682203,2.114889,6.995352499999999,10.7887815,8.241717999999999,10.3414435,7.7576269999999985,10.542656,9.49661,9.990662,9.055833,10.327444,10.170833,10.157494,11.143119,10.036824000000001,11.316505000000001,9.144495,10.319626,12.096775,9.404917999999999,9.804904,8.689831,10.507907000000001,8.295081999999999,11.327716
309,20940,108.0,,,,,,,,,,,,,,,,,,,,,,,,,24.824359,8.214407000000001,26.060797,7.936363999999998,26.522291,7.40408375,24.32868175,8.153381249999999,23.69451,8.79072925,24.38930425,8.065808749999999,25.163575,8.265381999999999,24.56708,6.733817,25.38639025,7.6050435,26.116417000000002,8.232941333333333,25.271341666666665,7.689216666666666,24.00214966666667,7.412781999999999
310,27140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,33860,27.0,15.450876999999998,6.033125999999998,13.475926000000001,5.645166000000001,10.796667,4.597198000000001,11.898305,4.808093,11.903448,5.908274,11.032075,5.640744000000001,9.519672,4.448851,9.797727,3.8112129999999995,10.526205000000001,4.480499,8.754896,6.114866,11.281553,10.863839,13.663043,4.367734,,,,,,,,,,,,,,,,,,,,,,,,
312,35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,34740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,13140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,11180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,48540,1414.0,15.373682500000001,7.9330275,13.386513500000001,7.099999499999999,12.2867425,5.0994785,13.435088,6.439654,11.890839499999998,6.2448485,12.793622000000001,5.374609,11.286611,4.957621499999999,11.669718499999998,5.3405260000000006,9.774931,4.489989,9.267754,4.602032,11.472329,4.4278309999999985,10.847273,4.778924,12.4614105,10.094592,12.5216405,9.069222,12.094986,9.9079375,11.550427,10.904061,11.646228500000001,8.6160765,12.9691625,9.386473,11.6199155,9.9424855,11.38308,10.599988499999998,12.081271000000001,9.925075499999998,14.269091,9.532573,11.171154,8.365741,11.586885,10.56282
317,39380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,27780,1121.0,,,,,,,,,,,,,,,,,,,,,,,,,9.952778,10.157981,10.213115,9.423989,11.233898,9.0921135,10.8371425,10.459919000000001,10.766102,9.655794,11.527869,9.12831,10.096721,10.179734,8.909836,10.453209,11.398305,10.174723,12.810909,8.842566999999997,11.640984,9.315871000000001,10.968333,10.205108000000001
319,14060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,18140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,44100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,29340,576.0,10.560724,5.495879,10.773054,5.522457,9.720930000000001,4.826376,10.825275,5.5305230000000005,9.352066,4.501855,9.171745,4.358769000000001,10.025788,5.579125,8.823546,4.4826359999999985,10.569318,5.041811,10.862810000000001,4.010218,11.118156,4.400767,11.237778,5.1068430000000005,22.005882,6.671392,19.328829000000002,6.486649,19.44188,7.2111410000000005,18.507921,8.573385,21.39187,8.456762,21.539837,6.638928,19.4256,7.410747,19.770492,7.722550999999998,21.135507,7.302022999999998,20.98189,6.799305,20.045902,6.496078,20.155285,7.610424000000001
323,12980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,31740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,34940,277.0,9.664463,5.032846,8.661235999999999,3.491109,8.176374000000001,3.240786,8.955864,3.516339,8.698082000000001,3.9718410000000004,8.424036,3.222787,8.125788,3.06104,7.979278999999999,3.174013,7.8424239999999985,3.521116,7.542978,2.33584,8.260079,2.886852,8.419877999999999,3.143589,,,,,,,,,,,,,,,,,,,,,,,,
326,27340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,30460,551.0,15.958898499999998,14.062238,10.997413499999999,5.542326999999999,9.862550500000001,4.608141000000001,11.1449715,5.2664515,11.2625875,5.6464219999999985,10.3044645,4.320292,9.6209795,3.966999,8.707214,4.607977999999999,7.1744379999999985,4.932924,6.866860000000001,3.5455400000000004,7.053672,3.2195400000000003,9.637329,3.603617,,,,,,,,,,,,,,,,,,,,,,,,
328,31180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,37860,283.0,,,,,,,,,,,,,,,,,,,,,,,,,20.179798499999997,7.1416995,20.3946535,6.5857385,19.979799,7.1171004999999985,19.553984,8.8649935,20.527137,7.688525500000001,21.116201,6.408562,20.1196665,6.587853,20.650534,7.540145499999999,21.291760999999997,6.5511529999999984,20.141488,6.742298,22.300509,6.4893755,20.7801725,7.7158215
331,39740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,49620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,29100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,30100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,20180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,32100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,22540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,21140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,34900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,46140,1057.0,,,,,,,,,,,,,,,,,,,,,,,,,16.8275455,9.6090235,16.4104375,9.997342499999998,15.637270999999998,9.4558805,16.609226500000002,10.710772,17.685902,11.427371,19.682453666666664,9.635273333333334,15.505967000000002,10.223256,15.247380666666665,10.121441666666666,17.097879999999996,9.643044,16.245909,9.301472500000001,16.707438,9.026232,15.240984,10.977827
343,31420,330.0,,,,,,,,,,,,,,,,,,,,,,,,,19.7463605,7.127039,18.457485000000002,7.851503500000001,18.411277,7.990261999999999,18.238805,9.607605499999998,19.592279,8.693206499999999,20.1932335,6.947581,18.486760500000003,7.093403499999999,18.048769500000002,8.077281,19.5573225,7.627131499999999,20.254545,7.639875999999999,19.388525,7.681387,18.268333,8.785765
344,31860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,27620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,17860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,36860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,44620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,31820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,46540,915.0,10.072238,7.101162,10.142286,6.070846,8.320635000000001,5.367262,8.113609,5.414295,7.749860000000001,5.252771,7.2225069999999985,4.474228,6.53241,4.7410000000000005,6.396067,4.415477,6.833425,4.4971760000000005,5.562707,3.6910489999999996,5.052646,3.5494260000000004,5.096429,3.520434,,,,,,,,,,,,,,,,,,,,,,,,
351,42100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,23420,104.0,3.6396040000000003,3.725321,4.51875,5.346826999999998,3.32931,2.566982,2.90566,2.603362,2.744348,2.550411,3.102655,2.334235,4.286325,7.7239879999999985,3.502778,5.5068769999999985,4.7945449999999985,9.184349000000001,3.474107,3.362853,3.876667,4.26201,4.303704,4.679443,16.934091,8.77212,16.629545,7.942742999999999,16.020455,8.058852,15.519767000000002,7.3619819999999985,17.013579999999994,7.6752319999999985,17.238823999999994,7.351483,18.02809,8.057661,20.148696,7.299078999999999,19.803448,8.184778,19.5575,7.593603,19.059829,7.661931,19.274576,7.678443
353,47380,1276.0,10.904297,5.297053,9.652727,4.836721,8.660819,4.039945,8.15387,3.0462700000000003,8.605428999999999,4.012909,8.684393,3.548917,8.215093999999999,4.474078,8.056851,4.30168,7.691276999999999,3.9176900000000003,6.448125,2.7666020000000002,4.519251000000001,2.526176,5.92852,4.041364,,,,,,,,,,,,,,,,,,,,,,,,
354,42580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,35980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,37100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,41500,139.0,,,,,,,,,,,,,,,,,,,,,,,,,13.018333,3.41311,12.6151515,3.6723055000000002,13.829166999999998,3.4258254999999997,13.109835999999998,2.674491,12.294915,2.68273,12.817544,2.712545,12.244828,2.961221,13.918033,2.7262009999999997,14.05,3.284298,13.603509,2.526995,14.329508,3.108501,13.733332999999998,2.430991
358,48620,533.0,,,,,,,,,,,,,,,,,,,,,,,,,15.597916666666668,10.594649333333333,14.634908,10.517788666666666,14.393213333333332,10.319206666666666,15.167156333333333,11.555472333333332,15.916638,12.575653333333333,16.914566999999998,10.409185999999998,12.826676,11.472242,13.650918333333333,11.89895,15.671043999999998,10.264201,9.879360666666667,7.713645333333334,15.357377,9.960965,14.867213000000001,11.209977
359,24660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,35380,589.0,10.909920666666666,5.617870333333332,9.865000333333333,4.282966666666667,9.725624666666667,4.150683666666667,10.58118311111111,4.720867111111112,10.289147833333333,5.229162,10.333203333333335,4.717382333333333,7.409642333333333,3.7681129999999996,8.521108555555555,4.127944444444444,8.940443333333333,4.164891000000001,7.871093999999999,2.9950456666666665,7.996919333333332,4.077217666666667,9.569971,4.368581333333334,23.442262,6.996706333333333,20.897491,6.525654333333333,22.246797333333333,6.640412666666667,20.845723333333336,8.158610666666666,21.504993000000002,7.468572000000001,22.256624000000002,5.969435,21.425312,6.569607666666666,20.145778333333336,7.361764,21.126473999999998,6.978170666666666,21.749993000000003,6.540627999999998,22.13380566666667,6.2150126666666665,21.185118666666668,7.642568999999999
361,35660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,29620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,31700,809.0,3.038095,1.7788970000000002,4.145217,3.109444,3.653719,2.971589,3.977869,3.298798,4.061344999999999,2.988427,3.668852,2.706988,3.245455,2.44056,3.560504,2.445273,3.7152540000000003,2.85096,2.78843,1.9901919999999997,2.799153,1.826186,2.728814,2.339739,,,,,,,,,,,,,,,,,,,,,,,,
364,27980,385.0,1.508491,1.5205959999999998,1.7528929999999998,1.871277,1.5957979999999998,1.558541,1.5586209999999998,1.381308,1.504464,1.597881,1.630208,1.396923,1.711364,1.769891,1.321569,1.086973,1.22551,1.031994,1.340336,1.61068,1.2657889999999998,1.169209,1.581818,3.054345,,,,,,,,,,,,,,,,,,,,,,,,
365,37900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
