,combined_id,2007.mean,2007.stdev,2008.mean,2008.stdev,2009.mean,2009.stdev,2010.mean,2010.stdev,2011.mean,2011.stdev,2012.mean,2012.stdev,2013.mean,2013.stdev,2014.mean,2014.stdev,2015.mean,2015.stdev,2016.mean,2016.stdev,2017.mean,2017.stdev,2018.mean,2018.stdev
448,41180.epa.17.163.0010.88502,14.201704999999999,7.0548079999999995,12.430738999999999,6.00422,12.408054,5.002655,18.529245,5.193163,12.517446999999999,5.1239,9.901556,3.923437,10.230421999999999,4.964668,10.123695,4.852357,10.02563,3.1639809999999997,9.076395,3.599952,8.103375999999999,3.022793,9.537792999999999,2.663589
449,41180.epa.17.163.4001.68105,14.23913,10.227068,13.467889999999999,10.887615,13.335897,9.221100999999999,13.906194999999999,11.480832,,,,,,,,,,,,,,,,
450,44100.epa.17.167.0012.68105,15.437624,11.044599,12.901802,11.821112999999999,13.667826,10.590292999999999,14.817390999999999,12.314371,13.531858,10.572227999999999,14.700000000000001,10.429326,8.715321,7.4716585,7.374683999999999,11.379035,15.173214,10.539373,6.128947,8.591728,,,,
451,16980.epa.17.197.1002.68105,12.47069,11.610415999999999,11.0,11.367937,8.989830999999999,10.857044,11.968966,11.313727,10.596667,11.383663,12.458333,10.49659,9.49375,11.992733,6.288749999999999,11.799957,11.868749999999999,11.64035,4.9923079999999995,10.595763,,,,
452,16980.epa.17.197.1011.68105,12.867925,10.220827,9.457627,10.603515999999999,9.105,10.482097999999999,9.916667,11.824022999999999,10.36,11.480229,12.166101999999999,9.91409,12.453012,11.405510999999999,5.456757,12.668323,11.023636,11.290621999999999,4.861905,9.737734999999999,,,,
453,40420.epa.17.201.0013.68105,12.167,11.577791999999999,9.783192999999999,11.644598,9.822936,12.014733,12.299047999999999,11.693805999999999,11.688288,12.506658,13.226270999999999,11.179907,7.4784619999999995,13.398886,5.758973999999999,14.181579999999999,11.785437,11.546194,3.7,10.586611999999999,,,,
454,23060.epa.18.003.0004.68105,10.431464,11.93721,11.428037,10.351754999999999,10.190434999999999,9.907174,11.738525,11.235028,10.709565,10.429328,12.606722999999999,9.924363999999999,10.073974,11.0485305,9.372689,11.305456999999999,11.160784,10.9134315,12.166965999999999,10.383194499999998,11.298305,10.243814,12.860674,11.897007
455,23060.epa.18.003.0004.88502,13.236918999999999,7.488093999999999,15.41875,6.847594,16.740942,7.0199679999999995,,,,,,,,,,,,,,,,,,
456,23060.epa.18.003.0014.68105,11.55431,11.222837,,,,,,,,,,,,,,,,,,,,,,
457,31140.epa.18.019.0006.68105,15.344602,10.559797,15.7653055,9.8210515,14.249322499999998,9.497534,15.217379999999999,11.255326499999999,15.456043,9.908619,16.0356905,9.174904999999999,14.021609999999999,10.500114,13.8335855,10.389146499999999,14.878076,10.052376500000001,15.717087,10.031927,15.1029165,9.437364500000001,14.233926499999999,10.6576145
458,34620.epa.18.035.0006.68105,12.416504999999999,11.465219,12.839822999999999,10.923603,11.757265,9.968522,11.727928,11.869947999999999,11.233036,10.71469,13.686555,10.011035999999999,10.60084,11.25283,10.579661,11.142515,12.746957,10.328085999999999,13.038525,10.490321999999999,11.889565,9.876432999999999,11.188034,11.562023
459,27540.epa.18.037.0004.68105,15.165624999999999,10.428229,12.426,9.965746,,,,,,,,,,,,,,,,,,,,
460,27540.epa.18.037.0005.68105,14.842856999999999,10.548103,12.604545,9.907029999999999,,,,,,,,,,,,,,,,,,,,
461,27540.epa.18.037.2001.68105,15.7575885,10.616729,13.7926335,10.182368499999999,12.8822975,10.0511745,14.351208,11.2303025,14.265905499999999,10.539895999999999,15.668032999999998,9.3253105,12.7839655,10.790922499999999,12.677176499999998,10.954976499999999,14.600043499999998,10.188765,15.470618,10.25764,15.061795,9.6079565,14.4321445,10.860668
462,27540.epa.18.037.2001.88502,17.726316,7.621480999999999,14.151724,6.546118,12.664406999999999,5.968849,13.934483,6.079692,12.30339,7.088431,10.784210999999999,4.2813039999999996,10.669492,4.361796,10.979545,5.094027,,,,,,,,
463,21140.epa.18.039.0003.68105,12.107942,10.906372,,,,,,,,,,,,,,,,,,,,,,
464,21140.epa.18.039.0003.88502,16.32931,10.428571,,,,,,,,,,,,,,,,,,,,,,
465,31140.epa.18.043.1004.68105,14.8705135,10.1228835,12.316491499999998,10.059021,12.808122,9.897915999999999,13.7138195,10.9020705,13.9178085,10.2392155,14.705000000000002,9.0554855,12.8021165,10.469601999999998,11.8454115,10.6823595,14.089378499999999,9.792099499999999,13.9920455,9.6362665,14.210170999999999,9.3109815,1.0125,7.9855455
466,31140.epa.18.043.1004.88502,15.7576,7.0786169999999995,14.94573,7.005787,13.719322,5.4739949999999995,,,,,,,,,,,,,,,,,,
467,35220.epa.18.065.0003.68105,13.089352,10.6052425,10.8132995,10.139368000000001,9.922870499999998,10.587717,11.118918999999998,11.538294,11.107505999999999,10.4708575,12.891914499999999,9.765640999999999,9.866666500000001,11.215370499999999,8.616123,11.091837,11.2611935,10.943047,12.064391,10.524771,11.898969,9.89638,10.922901499999998,11.278894999999999
468,35220.epa.18.065.0003.88502,14.698333,7.394443,11.509836,6.226334,10.444828,4.530914,11.908771999999999,6.228629,10.748275999999999,6.042313999999999,9.435592999999999,4.379684999999999,9.647368,4.5527109999999995,10.1,6.264815,,,,,,,,
469,29020.epa.18.067.0003.68105,12.204587,11.737848999999999,10.355882,11.07075,10.329091,10.03144,11.81875,11.832787999999999,11.281818,10.986841,0.7090909999999999,5.427606,,,,,,,,,,,,
